sessions,deposits,feature_used,churn_probability,actual_churn
8,62.51,1,0.468428459321712,0
6,46.83,0,0.5324541927444963,0
7,22.07,1,0.47893936484851063,1
11,163.61,0,0.4878428929656044,1
4,148.47,0,0.5363307675193485,1
4,118.79,1,0.4900192013069803,1
6,132.01,1,0.47532775943069877,0
1,119.93,0,0.5590040851576,1
4,125.01,1,0.4894337772900716,0
8,61.27,0,0.5176674831220516,0
6,41.32,1,0.483852636796767,0
7,56.38,1,0.47571541055333133,1
5,73.35,1,0.4875663499991079,1
5,44.47,1,0.4902843321011157,1
7,42.64,1,0.47700626786644407,0
4,169.26,1,0.48526991506298206,0
4,206.19,1,0.48179639479377967,0
12,16.0,0,0.4950068370733928,0
7,108.74,0,0.5199272265377092,1
10,21.14,0,0.5079873951440704,0
4,42.26,0,0.5462628757107839,1
11,20.28,0,0.5013363571646836,0
6,188.43,0,0.519157534717715,0
4,101.03,1,0.4916909109254178,1
7,79.36,1,0.4735571993910551,0
7,84.59,1,0.4730661489075902,0
5,156.89,1,0.47970886185870565,0
1,144.72,0,0.5567011281900719,0
11,78.86,1,0.4468503763317179,0
3,96.89,1,0.49881265938608127,0
5,199.73,1,0.47568312272455676,1
5,88.76,1,0.4861163599347354,1
5,199.88,0,0.5248011140592547,1
5,30.19,1,0.4916284873553047,0
7,192.54,0,0.5120449004533255,0
4,169.03,0,0.5344045394402788,0
11,171.89,1,0.4382066904543959,1
8,84.43,1,0.46637326224186143,0
4,52.77,1,0.4962343487795221,0
3,66.0,0,0.5507178937943795,1
5,64.24,0,0.5375225838932864,1
7,287.72,1,0.4540435302396936,0
7,67.92,0,0.5237634564962025,0
5,279.14,1,0.46822958823039285,0
7,96.34,1,0.4719631198647791,0
1,57.29,1,0.5160012854135229,0
6,25.59,0,0.5344451844742895,0
8,105.46,1,0.46440258204709217,0
6,86.27,1,0.47962584336369135,0
11,102.68,1,0.4446339150994723,0
4,64.15,0,0.5442186042673836,0
7,245.39,0,0.507070436664207,1
7,131.2,0,0.5178154226045225,0
2,39.02,0,0.5598773108999439,1
7,56.19,0,0.5248653337188746,0
4,62.63,0,0.544360603547032,0
2,200.84,0,0.5448086275928803,1
3,55.4,1,0.5027193030130926,0
5,48.11,1,0.4899417259862733,0
8,63.47,0,0.5174605881093662,0
7,48.39,0,0.5255979064611612,0
4,112.95,1,0.4905688848187132,0
9,65.81,0,0.5105131169049127,0
8,270.98,1,0.44893565138727254,0
3,82.64,0,0.5491667150032907,0
6,147.72,1,0.4738523370454218,0
6,64.99,0,0.5307510911162877,1
4,147.08,1,0.4873568021950153,1
7,65.0,0,0.5240377736398669,0
7,86.1,1,0.47292438298918554,1
5,34.31,0,0.5403236882304935,0
2,54.89,0,0.5584039087400897,0
3,12.01,1,0.5068044851969767,0
7,107.4,1,0.4709251143018271,0
2,61.91,0,0.5577518282913642,0
9,57.21,1,0.46222487149571295,0
6,33.99,1,0.4845421355188718,0
8,45.14,0,0.5191842101584263,1
4,57.23,1,0.495814424520186,0
8,40.97,0,0.5195762648529647,0
4,59.17,1,0.49563176869076486,0
5,78.08,1,0.48712126152048396,1
3,57.55,1,0.5025168658996312,0
7,93.31,0,0.5213776259991926,1
7,245.92,0,0.507020542101741,0
9,80.21,1,0.4600722848943672,0
5,42.52,0,0.5395555724655593,1
7,53.93,0,0.5250776031272384,1
6,105.66,1,0.477803403775037,0
5,209.67,1,0.47474947831011355,0
10,53.68,1,0.4558675899259396,0
8,34.19,0,0.5202136546215059,0
4,118.25,0,0.5391600401202529,0
4,124.37,0,0.538587268038812,1
6,5.11,0,0.536363897384313,1
9,143.74,0,0.5031767833879327,1
6,119.51,0,0.5256338880893083,0
5,103.99,1,0.48468353629905475,0
5,216.03,0,0.5232839573151161,1
7,239.99,1,0.4585033546623325,0
4,471.77,1,0.45688881032702083,1
3,62.03,0,0.5510878321677188,1
6,143.01,1,0.4742946352657474,0
5,142.3,1,0.4810805341881473,0
6,129.91,0,0.524657107576163,0
6,251.43,1,0.4641249457383021,0
4,218.73,1,0.4806173048137614,1
10,153.06,1,0.44659932467551783,0
9,152.69,1,0.4532989366272317,0
7,231.98,1,0.4592524695499771,1
3,153.38,0,0.5425620259539753,0
7,230.22,1,0.4594170938754976,0
3,31.91,0,0.5538926487566112,1
7,63.26,1,0.4750691632250916,1
2,50.85,0,0.5587790889647644,0
6,113.59,0,0.526189814489792,0
8,141.96,0,0.5100757570459733,1
8,31.9,0,0.5204289234245538,1
4,29.91,0,0.5474155385986654,0
7,58.04,0,0.5246915666706758,0
3,102.04,1,0.4983277425831728,0
10,263.56,0,0.4851663121004238,0
5,75.2,1,0.48739226438067673,0
10,89.88,1,0.45248766155202724,1
3,59.33,0,0.5513393952717399,0
13,71.53,1,0.43425648071911715,0
6,52.47,0,0.5319253349848004,0
7,241.32,0,0.5074535844804425,0
4,106.49,0,0.5402603694717961,0
4,61.52,0,0.5444642958341984,0
1,107.41,0,0.5601662181604713,1
11,109.59,0,0.49292745788782244,1
3,74.93,0,0.5498855609553662,0
8,67.69,0,0.5170637091626462,1
2,199.84,1,0.4958517355931943,0
2,154.52,0,0.5491315730660559,0
6,83.24,1,0.4799106791524125,0
5,114.77,0,0.5327882677817748,1
4,40.28,0,0.546447708819889,1
2,140.69,0,0.550420890594479,1
7,101.23,1,0.4715041520709193,1
11,160.61,1,0.4392528589150022,0
5,190.92,0,0.5256426351276491,1
7,130.05,1,0.4688001558320417,1
10,129.02,0,0.4978301744153785,0
7,142.05,1,0.4676748034424111,0
6,32.93,1,0.4846418496799442,1
4,124.93,0,0.5385348524103227,1
15,83.53,1,0.41997240288343735,1
5,221.48,1,0.47364041848040783,0
4,240.7,0,0.527682253451665,1
6,149.38,1,0.4736964624900874,1
10,145.29,1,0.44732271036239074,1
1,167.91,0,0.5545445985672902,0
4,115.87,0,0.5393827569782885,1
2,53.96,1,0.5095864358305187,0
4,61.92,1,0.495372851354421,0
4,77.44,1,0.49391166661444047,0
7,105.71,1,0.4710837085041405,0
7,81.55,1,0.47335157158912156,0
3,152.09,0,0.5426826089056527,0
5,95.34,1,0.4854972905337645,1
6,55.19,1,0.48254812128694796,1
2,148.74,0,0.5496705014257903,1
10,43.79,1,0.4567917220806655,0
6,240.19,0,0.5142893360532942,0
10,112.02,0,0.49943087049745005,1
12,99.97,0,0.48710296937129105,1
5,48.34,1,0.4899200781117005,0
4,26.49,1,0.49870878895350357,1
20,71.28,1,0.38866514250698375,0
6,59.43,0,0.5312726032471007,0
6,71.97,1,0.4809702310425146,0
4,138.7,1,0.4881453840881604,0
6,135.81,0,0.5241028881102465,1
2,100.57,1,0.5051986547052998,0
2,132.69,1,0.5021744290601523,1
1,90.34,0,0.5617496272804142,1
6,134.27,0,0.5242475545655061,0
7,108.87,0,0.5199150052492885,0
4,52.18,0,0.5453366521532304,1
4,80.35,1,0.49363770530147555,0
6,150.4,1,0.47360068668985206,1
3,73.53,0,0.5500160684472974,1
4,41.16,0,0.5463655623491703,1
9,136.14,0,0.5038923587915973,1
6,207.99,0,0.5173182297597497,0
8,41.11,1,0.47043593607538325,0
5,125.1,0,0.5318196617861868,1
9,246.79,1,0.4445312663514172,0
5,97.12,1,0.4853298294794783,0
3,82.71,1,0.5001478371562845,0
12,31.01,1,0.44464943384843447,0
6,38.4,1,0.4841273002817795,1
6,91.21,1,0.47916148610626724,0
6,86.78,0,0.5287066144530268,0
6,164.93,0,0.521366642730781,0
8,142.96,0,0.5099816355466192,0
7,74.64,0,0.5231320970899892,0
5,263.89,0,0.5187854957309225,0
2,107.31,1,0.5045640810579123,1
8,75.11,0,0.5163658274571943,1
8,78.37,1,0.46694133056935955,1
6,222.52,1,0.46683411109236106,0
8,99.21,1,0.4649881440553741,0
4,177.68,0,0.5335938269545352,0
2,399.22,1,0.47709418764409706,0
2,81.0,1,0.5070410756262331,0
3,82.12,1,0.5002033911834896,0
6,88.94,1,0.47937486042299965,1
4,102.09,0,0.5406719570286439,1
12,35.35,1,0.4442458266673772,1
5,65.95,1,0.48826272221510497,0
11,49.86,1,0.4495516849268179,0
2,132.92,1,0.5021527728083025,0
5,57.91,1,0.48901937277287777,0
8,48.66,0,0.5188532486983668,1
9,37.21,1,0.46409783425319456,0
3,164.61,0,0.5415120907738644,1
7,139.1,0,0.5170724690404374,1
7,118.04,1,0.469926763830521,0
5,35.83,0,0.5401814935615158,0
6,234.67,1,0.4656952831080763,0
3,99.44,1,0.498572554613694,1
7,7.74,0,0.5294138830578619,1
3,215.62,1,0.48763563522013853,1
10,51.37,1,0.4560834118304316,0
3,133.75,1,0.4953420771656398,1
4,152.81,1,0.4868176288479591,1
4,174.6,1,0.4847675554172481,0
6,98.68,1,0.4784593789024134,0
10,101.2,0,0.5004496746204679,0
8,493.95,1,0.42826072518341296,0
2,101.89,0,0.5540343961977828,0
5,67.6,1,0.4881074459894552,0
7,134.23,1,0.4684081214765964,0
6,238.82,0,0.5144182280923137,1
2,92.98,0,0.554863407068575,0
6,102.3,0,0.5272498376044232,1
3,97.01,1,0.49880136032482386,0
2,112.29,0,0.5530663716140034,0
12,79.9,1,0.4401071537820317,0
5,174.96,1,0.4780104451393079,1
9,116.0,1,0.45672566247328017,1
3,200.95,0,0.5381120463497425,0
6,143.79,1,0.47422138562110444,1
7,61.47,1,0.4752372922995409,1
7,122.92,0,0.518594028583484,1
12,142.4,1,0.43431506710547585,1
5,49.28,1,0.4898316045833919,0
9,90.68,1,0.45909287831324086,0
6,56.36,0,0.5315605312887565,0
4,33.75,1,0.4980251992540454,0
7,106.22,1,0.4710358480987493,1
8,83.73,1,0.46643887626909847,0
9,50.5,1,0.4628531343103287,0
1,118.96,0,0.5590941458946028,0
4,162.34,0,0.5350314285101747,1
8,99.31,0,0.5140892879021466,1
9,68.46,0,0.510263702266342,0
8,110.06,0,0.5130778219808263,1
7,99.54,1,0.4716627674338713,0
6,74.82,0,0.5298289015220569,1
7,316.64,1,0.45134482318617863,0
6,163.3,1,0.4723895745051099,0
5,85.62,1,0.4864117972432785,0
5,66.12,0,0.5373465565247915,0
7,68.71,1,0.4745572968121996,0
5,174.26,0,0.5272069476132895,0
6,152.93,0,0.5224943810925476,1
3,178.75,1,0.49110570864841546,1
2,4.17,1,0.5142719283453733,0
8,189.16,0,0.5056325602344786,1
6,311.66,1,0.4584877515795973,1
7,147.54,1,0.46716006365507073,0
4,143.55,1,0.48768897781464926,0
9,108.47,1,0.4574294574702182,0
4,95.09,0,0.5413266408487927,0
9,99.83,1,0.45823720836422666,0
6,110.98,1,0.4773034854820465,1
9,76.02,1,0.46046432145668753,0
6,166.94,0,0.5211777249451717,1
4,72.48,0,0.5434402837869476,1
9,43.46,1,0.46351242207925425,1
5,52.27,0,0.5386431327073462,1
11,97.64,0,0.49405247125487234,1
8,48.61,1,0.46973226891365705,1
7,136.33,0,0.5173329817731828,1
5,128.95,0,0.5314585997444148,1
8,172.46,1,0.4581318461267291,0
4,41.89,0,0.5462974162016542,1
6,143.33,1,0.4742645839954704,1
3,54.69,1,0.5027861541463681,0
5,29.53,0,0.5407708101542925,0
8,39.82,1,0.47055697875148583,0
4,50.9,0,0.545456182638631,1
5,81.17,1,0.4868305064592317,0
9,141.11,1,0.45438000842722304,0
6,42.06,0,0.532901414518357,1
10,108.58,1,0.45074337135992687,0
8,103.93,0,0.513654606437063,1
10,87.33,0,0.5017556581248933,0
7,136.41,1,0.46820367880913033,0
5,106.44,1,0.4844530655665721,0
2,69.79,0,0.5570196261856653,1
11,124.66,1,0.44259061705998964,1
8,84.66,1,0.46635170360101785,0
5,209.62,0,0.5238861759288085,0
3,51.89,0,0.552032455091121,1
9,65.46,0,0.5105460580723283,0
4,75.83,1,0.4940632412935489,1
3,134.38,1,0.4952827619702864,0
8,22.5,1,0.47218247060350493,1
10,4.13,0,0.5095885500528314,0
8,72.78,0,0.516584980603307,0
11,174.83,1,0.43793410874022964,1
7,33.5,0,0.5269960605040112,0
3,56.71,0,0.5515834795452911,0
2,95.16,1,0.5057079963102895,1
5,241.24,1,0.4717853727697607,1
4,124.94,0,0.5385339164092101,1
4,13.82,0,0.5489165026223884,1
6,53.32,1,0.4827239869706794,1
4,144.69,0,0.5366847924405963,0
4,63.87,0,0.5442447625703071,0
8,126.6,0,0.511521369510564,1
5,107.11,0,0.5335063585801191,0
12,95.0,1,0.43870622906297363,1
7,135.24,1,0.4683134013032849,0
4,100.86,0,0.5407870045607984,0
6,30.04,1,0.48491371806235384,0
9,207.89,1,0.4481518653396377,1
4,149.24,0,0.5362586468300056,1
4,100.06,0,0.5408618298913116,0
3,37.63,1,0.5043924290059213,0
4,40.85,1,0.49735668201445116,0
8,15.63,1,0.472827389357192,0
2,310.19,0,0.5345775569584045,0
10,13.68,1,0.4596070380465027,0
8,134.3,1,0.4617018607206735,1
6,61.19,0,0.5311075276051025,1
4,54.43,1,0.49607805344770184,0
4,50.25,1,0.49647161778823035,1
6,26.47,1,0.4852495677860108,0
7,160.82,1,0.46591522834910815,0
10,95.66,0,0.500971316484249,1
5,94.67,0,0.5346722559451734,0
4,101.05,0,0.5407692332744068,0
4,177.62,1,0.48448346296135825,0
4,46.11,1,0.4968614202742289,0
4,97.24,1,0.49204768059314125,0
7,133.16,1,0.46850847107429794,1
8,164.03,0,0.5079983413843189,0
12,100.04,1,0.4382388519057755,0
6,153.33,1,0.473325576838297,1
6,43.89,1,0.4836109033706007,0
9,181.41,0,0.49962984236398833,1
4,40.27,0,0.5464486422879855,1
6,54.39,1,0.4826233574164776,0
6,67.58,0,0.5305081335069589,0
4,124.81,1,0.48945260077107217,0
3,103.93,0,0.5471806733739039,0
6,44.46,0,0.5326764038371318,0
4,252.76,1,0.4774187147170426,0
5,145.77,1,0.4807542770650617,0
5,29.14,0,0.5408072879269684,1
2,139.95,1,0.5014908412524631,0
10,228.54,1,0.43958436449169075,1
10,13.38,0,0.5087178678947403,1
8,82.73,0,0.5156490685045786,1
9,40.18,1,0.46381963395086157,0
15,76.81,1,0.42058906888857805,0
2,75.35,1,0.5075729624528081,0
4,104.9,0,0.5404091086149081,1
6,75.76,1,0.48061389366069146,0
2,99.1,0,0.554294018010193,1
8,99.67,1,0.4649450433812452,0
6,15.53,0,0.535387808178227,1
7,122.0,1,0.46955525831653533,0
7,326.02,0,0.4994788373899564,1
7,116.05,1,0.4701134673407349,0
2,32.28,1,0.5116268897181641,0
8,33.95,0,0.5202362158975893,1
3,85.89,1,0.4998484103372931,1
0,147.51,0,0.5630781966600279,0
9,100.9,1,0.45813716240139796,0
11,148.97,0,0.4892206602140473,1
8,80.7,0,0.5158400225125201,1
5,226.49,1,0.4731700146320512,0
6,86.76,1,0.4795797820497372,0
6,39.99,0,0.5330954754845878,0
3,130.43,1,0.4956546609568809,0
11,210.45,1,0.4346346285973215,0
5,104.98,1,0.4845904065193018,1
6,119.15,1,0.476535842693249,1
10,56.17,1,0.4556349692929651,1
6,82.21,1,0.4800075075032847,1
13,165.53,1,0.4255796246028184,1
7,22.22,0,0.5280549590371069,1
5,31.43,1,0.4915117629133055,0
3,64.94,1,0.5018210412886862,0
6,87.65,0,0.5286249650520009,0
2,148.58,1,0.500678249806383,0
11,44.03,1,0.4500951057160188,0
5,161.97,1,0.4792313386650054,0
2,125.48,1,0.5028533009236096,1
7,259.92,0,0.5057025249381588,1
2,92.38,0,0.5549192217983743,1
3,17.01,1,0.5063337695985025,0
6,294.2,0,0.5092066393693865,1
5,31.03,0,0.5406305069601716,1
6,120.75,1,0.47638552159807207,0
7,95.44,0,0.5211774297225292,0
11,102.19,1,0.44467948793363427,0
6,118.91,1,0.47655839122484833,1
8,169.98,0,0.5074382266330595,0
5,109.95,0,0.5332401372963897,1
4,120.95,1,0.489815899750045,0
4,104.24,0,0.5404708472785873,1
12,36.03,0,0.49312109275769506,1
4,112.49,0,0.5396990253042139,0
5,18.16,1,0.49276094817382643,1
2,174.44,1,0.4982432958876313,0
3,17.16,0,0.5552649500080339,1
3,255.04,1,0.48392689120457194,0
6,166.21,0,0.5212463375806063,0
4,330.16,1,0.4701509425552788,0
10,116.75,1,0.44998167105449777,0
2,386.59,1,0.4782810518468633,1
6,128.45,0,0.5247942440891822,0
4,63.03,0,0.544323236013865,1
6,102.37,1,0.4781125860899083,1
4,83.94,0,0.5423691631671326,1
4,109.94,1,0.4908522067148433,0
4,183.29,0,0.5330679402452461,0
12,144.72,1,0.4341003996938715,1
4,38.02,0,0.5466586642934367,1
8,70.48,0,0.5168013057789266,0
3,97.29,1,0.4987749958533372,1
8,50.56,0,0.5186745978344217,0
5,76.76,0,0.536350142344581,0
9,134.87,0,0.5040119337321943,0
9,256.32,1,0.4436451484950341,0
7,185.53,1,0.4636001134528782,0
5,95.6,1,0.4854728297263455,1
6,118.03,1,0.4766410699909096,1
2,21.31,1,0.5126592085111854,0
10,313.29,1,0.4317366670782442,0
3,199.97,1,0.4891084314706855,1
3,32.5,1,0.5048754250974032,1
11,100.22,1,0.4448627187118206,1
5,175.77,1,0.4779343240696696,1
6,53.9,0,0.5317912337161755,1
1,228.12,0,0.5489360329449275,0
5,202.64,1,0.4754097743270349,0
3,57.58,1,0.5025140411897308,1
9,62.39,1,0.461739945774648,1
3,153.85,0,0.5425180913902197,1
8,112.05,1,0.46378527177625806,1
9,18.75,0,0.514941357211898,0
5,75.38,1,0.48737532648310133,1
9,91.48,1,0.4590180559421133,0
7,137.47,0,0.5172257682795169,0
9,225.16,1,0.44654376651346683,0
8,157.24,0,0.508637506547516,0
4,27.51,0,0.5476394792512705,0
11,76.34,0,0.4960578671981772,0
9,48.24,1,0.4630647666245733,1
7,41.41,1,0.4771218401995133,1
11,76.41,0,0.49605127645198965,1
6,192.28,1,0.4696700031236087,0
5,54.88,1,0.4893045416357512,0
3,211.92,1,0.48798381782479855,0
9,69.54,1,0.46107071760332236,0
10,248.5,0,0.48658321968679874,0
3,81.17,1,0.5002928425720876,0
5,48.67,0,0.538980064022485,0
1,178.4,1,0.504602978887792,0
10,95.05,0,0.5010287534761333,1
8,133.29,0,0.5108917597851487,1
7,106.66,0,0.520122763899137,1
5,39.41,0,0.5398465618876918,0
7,100.69,0,0.5206839592824813,0
2,64.33,1,0.5086103266904614,1
0,75.61,0,0.5697287409296361,1
9,58.86,1,0.46207039893745055,1
5,222.07,1,0.47358501917291407,0
4,188.1,1,0.48349768464564713,0
9,114.48,1,0.4568677161639815,0
6,58.94,0,0.5313185605901102,0
5,144.54,1,0.48086992253924976,0
5,128.17,1,0.48240923192291396,0
4,36.63,1,0.4977540250777456,0
4,81.53,0,0.5425944491454053,1
9,117.23,0,0.5056727478775448,0
9,66.5,1,0.46135523956736446,0
5,56.76,1,0.48912760434810654,0
6,44.83,0,0.5326417135055498,1
2,173.56,0,0.5473554708984295,1
7,89.08,1,0.47264461937268537,0
9,129.94,1,0.45542321175349665,0
7,157.9,1,0.46618890627469844,0
11,92.04,0,0.494579695592424,0
3,68.72,1,0.5014651226914195,0
6,122.83,0,0.5253220906517343,0
6,203.66,0,0.5177254391599165,0
6,100.95,1,0.4782460377554986,0
5,354.93,1,0.461128983016182,0
7,227.5,1,0.45967153069733147,0
1,50.57,0,0.5654337546444261,0
4,128.58,0,0.5381931940082855,0
3,197.71,0,0.5384153360692464,1
7,125.74,1,0.4692044229684746,0
6,150.42,0,0.5227302377532788,1
5,111.58,0,0.5330873327171831,0
5,91.93,1,0.48581810981852286,1
4,207.1,1,0.4817108238670608,0
8,159.57,1,0.45933729290393,1
7,27.61,1,0.47841867045437414,1
8,29.61,0,0.520644184641687,1
5,280.95,1,0.4680598515297538,0
0,139.15,0,0.5638526864196385,0
8,250.2,0,0.4998853099709993,0
6,35.19,0,0.5335454332953387,0
1,58.67,0,0.5646839766545086,0
6,82.98,1,0.47993512111828374,0
4,110.4,0,0.5398945716935433,0
4,111.34,0,0.5398066241159072,1
5,45.99,0,0.5392308675602994,1
8,192.19,0,0.5053472917165625,0
4,43.62,0,0.5461359122440622,0
7,64.93,1,0.47491231046881727,0
6,47.31,1,0.48328923111367666,0
4,136.69,0,0.5374339291550497,0
3,12.35,1,0.5067724769091367,1
3,81.95,1,0.5002193982752026,0
3,23.03,0,0.5547189204029966,1
5,97.67,1,0.4852780865596823,1
15,93.85,0,0.46752407426318704,1
3,103.05,0,0.5472627945502597,1
3,39.77,1,0.5041909427812004,0
6,152.55,1,0.47339881269813466,1
6,330.37,0,0.5058016749159939,1
7,64.06,0,0.5241260781354661,0
2,58.33,1,0.5091751042016095,0
3,196.05,0,0.5385707142444729,1
8,101.83,0,0.5138521915213761,1
7,162.93,1,0.4657174806904156,0
8,85.33,1,0.4662889030595005,0
7,108.55,1,0.4708171985243581,0
4,87.25,1,0.49298812188272567,0
6,141.37,1,0.4744486509437907,1
7,46.36,1,0.4766567470643616,0
3,81.87,1,0.5002269310240904,1
3,160.07,1,0.492864152073698,0
6,203.85,0,0.5177075713389634,1
6,30.78,0,0.5339587839497029,0
3,101.39,1,0.4983889455202201,1
3,110.58,0,0.5465600158463184,1
6,123.28,0,0.5252798274259085,0
8,364.72,0,0.48910390313052265,1
1,40.01,0,0.5664107930544837,0
8,118.28,0,0.5123043306791261,1
4,260.31,0,0.5258410797798089,0
7,109.86,1,0.4706942717022442,0
5,75.23,1,0.48738944139573565,0
12,66.23,1,0.4413762321011042,1
5,4.28,1,0.49406765288775634,0
4,42.83,1,0.49717025202907034,1
6,25.26,0,0.5344761094703061,0
7,59.62,0,0.5245431554831061,1
5,97.05,0,0.5344492273220466,0
6,159.79,0,0.5218497179996829,1
6,124.49,0,0.5251661845131069,0
6,27.76,0,0.5342418226128285,0
5,123.1,1,0.48288604496775966,1
4,82.11,1,0.49347201233046234,0
7,50.99,1,0.47622175717976833,0
8,72.64,1,0.46747854336394506,0
7,44.52,0,0.5259613345488153,1
6,157.88,1,0.47289839063266603,0
3,118.71,0,0.5458010305204525,0
7,149.58,0,0.5160867640707575,0
3,12.54,0,0.5556946103832933,1
8,168.89,1,0.45846565685553115,1
8,223.87,1,0.4533290981116847,0
5,201.94,1,0.4754755268974242,0
3,293.58,0,0.5294300753091948,1
9,48.68,1,0.4630235628275537,1
9,58.6,1,0.46209473958526026,1
4,57.02,0,0.5448846303855973,0
4,63.32,1,0.49524103983687656,1
3,29.16,0,0.5541485644835048,0
7,26.56,1,0.47851735445281357,0
6,21.55,0,0.5348237631013272,1
8,178.62,1,0.457555947525516,1
9,139.67,1,0.4545144725112304,0
8,189.13,1,0.45657362992488487,1
6,36.64,0,0.5334095142595489,0
6,204.67,1,0.468507827795726,0
6,209.54,1,0.46805111723021176,0
8,104.68,0,0.5135840392980155,0
5,87.24,0,0.535368427975787,0
4,187.44,0,0.532678867960963,0
3,90.43,0,0.5484402017185,1
2,115.7,1,0.5037741389505587,0
6,123.24,1,0.4761515929134818,0
8,90.15,1,0.46583714570122303,1
2,27.4,0,0.5609554675046101,0
4,74.73,0,0.5432300166124477,0
2,22.46,1,0.512550994044684,0
3,147.31,1,0.4940654199272823,0
7,83.17,0,0.5223305778086663,0
10,81.0,1,0.4533163777195908,0
4,46.91,0,0.5458287478952332,1
6,102.19,1,0.478129502325698,0
3,56.24,1,0.5026402114061018,1
4,17.86,1,0.49952138167752075,0
4,70.4,0,0.5436346503397107,0
2,46.39,0,0.5591931951247068,0
3,36.02,1,0.5045440134998237,0
6,146.26,1,0.4739894357473342,0
7,96.5,1,0.47194810175933133,0
8,135.87,0,0.5106489413104168,0
6,115.51,1,0.47687783897863895,0
6,140.09,0,0.5237008069241635,0
1,125.41,0,0.5584952156521366,1
4,215.25,0,0.5300706122605915,1
4,53.32,1,0.4961825640986039,0
5,212.49,0,0.5236165483083473,0
8,108.59,1,0.4641093693695991,1
5,185.32,0,0.5261685121443022,1
7,105.52,1,0.47110153898722734,0
6,95.14,0,0.5279219665025469,1
11,113.6,1,0.4436185349606091,1
8,91.99,0,0.5147779600917175,0
7,59.61,0,0.5245440948080797,0
3,48.51,1,0.5033680370090882,1
4,67.25,0,0.5439289782141471,0
7,132.61,1,0.4685600536348515,1
9,86.99,1,0.4594380203231101,1
3,43.79,1,0.5038124463381121,0
10,219.91,0,0.48927366069616945,1
5,135.55,1,0.4817152301808262,1
6,100.68,0,0.5274019201952873,0
2,93.66,1,0.5058492165139501,0
2,146.4,0,0.5498886504253846,0
8,52.74,1,0.46934483405482774,0
11,133.29,0,0.49069648274552813,1
4,123.13,1,0.48961071918716575,1
5,106.93,0,0.5335232311186128,0
8,81.28,1,0.4666685344937273,1
11,62.34,1,0.4483888165201475,0
4,105.12,1,0.49130591041980703,0
3,146.28,1,0.4941623906477345,0
8,71.64,0,0.516692203428855,0
7,201.92,1,0.46206536999212666,0
5,20.72,1,0.49251995238957097,1
5,17.5,0,0.5418958061371196,0
3,78.65,1,0.5005301240441685,1
5,68.53,1,0.48801992767174346,1
6,61.63,1,0.48194249955750856,1
11,68.55,0,0.4967913311288565,0
8,211.78,1,0.4544578045196492,0
8,98.63,0,0.5141532652086501,0
5,161.17,0,0.528435677178985,0
6,77.44,1,0.48045594564648497,0
8,110.88,1,0.46389486206161706,0
8,16.2,1,0.4727738773346852,0
12,192.08,0,0.4784404639536747,0
9,26.01,0,0.514258343071067,1
4,54.33,0,0.5451358665385792,0
3,69.57,1,0.5013850878688965,0
5,206.63,1,0.475035001023277,1
9,25.88,0,0.5142705738277372,1
5,23.38,0,0.5413459854397693,0
9,94.43,1,0.4587421644443672,0
6,54.6,0,0.5317255880631135,0
5,94.54,1,0.4855725549918637,0
3,63.11,1,0.5019933504450553,0
2,69.63,0,0.5570344957092438,1
3,28.51,0,0.5542090494661037,0
2,138.08,0,0.5506641353913944,0
2,139.88,1,0.5014974323501954,1
8,53.73,1,0.46925196773297784,0
9,121.17,1,0.4562425458312531,0
5,94.78,1,0.4855499755855698,1
6,96.16,0,0.5278262224222985,1
8,95.19,0,0.5144769079606749,0
10,199.18,0,0.49122483982653725,0
7,95.24,0,0.5211962277853595,0
5,38.07,1,0.49088673841317204,1
5,144.56,0,0.5299943236402496,0
12,176.04,1,0.43120484082822136,0
6,147.1,0,0.5230421919319767,0
3,76.97,1,0.500688311566165,0
5,92.83,0,0.5348446719380952,0
6,108.87,1,0.47750175596144134,0
3,155.18,1,0.4933245035783484,0
3,25.04,0,0.5545319190152884,1
9,153.11,0,0.5022945366387682,0
2,139.36,1,0.5015463947740464,0
5,101.54,1,0.4849140135463218,1
3,18.8,0,0.5551124099669882,1
8,141.29,1,0.46104761449987214,0
5,152.89,1,0.4800848905097652,0
3,146.95,0,0.5431630214084038,0
4,80.44,1,0.49362923233124156,0
6,16.19,1,0.48621673782376684,1
6,172.58,0,0.5206475951046974,1
8,214.98,1,0.45415901071910486,0
4,137.26,0,0.5373805587154533,1
6,90.44,1,0.47923386333026313,0
6,351.26,1,0.45478710224922153,0
7,58.91,1,0.4754777548000738,1
7,335.55,1,0.44958174833645076,0
3,26.48,0,0.5543979383754337,0
10,103.3,1,0.45123575607042465,1
8,146.73,0,0.5096267911862149,0
9,54.07,0,0.5116180061483606,0
10,150.33,1,0.4468534616077977,0
8,165.45,1,0.45878734728969595,1
6,228.33,1,0.4662894918771291,1
2,35.9,0,0.5601668546492553,1
7,60.49,1,0.4753293430001237,0
6,193.69,1,0.46953772905736996,1
3,69.88,0,0.550356287710556,0
9,155.78,1,0.45301053810785996,1
5,87.94,1,0.4861935114252897,1
7,107.75,1,0.4708922700813581,1
6,21.35,0,0.534842503578882,0
6,187.36,0,0.5192581365698251,1
5,75.7,0,0.5364494223217939,0
5,162.12,1,0.4792172391432453,1
7,78.17,1,0.4736689369852638,0
3,82.46,1,0.5001713769988457,0
6,88.12,0,0.528580854967944,0
6,122.63,0,0.5253408741912492,0
