user_id,group,sessions,deposits,feature_used,churn
5767,treatment,8,59.66,1,0
5768,treatment,2,114.13,1,0
5769,treatment,5,59.11,0,0
5770,control,5,138.2,0,1
5771,treatment,8,83.31,1,1
5772,control,0,153.27,0,1
5773,control,9,107.45,0,1
5774,treatment,10,19.27,1,0
5775,control,5,37.84,1,0
5776,control,5,111.96,0,0
5777,control,5,152.2,0,1
5778,control,7,59.29,0,0
5779,control,3,7.55,0,1
5780,treatment,6,37.86,0,1
5781,control,5,116.76,1,1
5782,control,4,46.22,1,0
5783,treatment,6,47.09,1,1
5784,treatment,7,50.26,1,0
5785,control,3,235.81,1,1
5786,treatment,7,121.21,1,1
5787,control,6,150.91,1,0
5788,control,6,53.88,0,1
5789,treatment,7,151.49,0,0
5790,treatment,6,140.46,1,1
5791,control,3,46.3,0,0
5792,treatment,6,96.84,1,1
5793,control,6,130.72,0,1
5794,control,3,24.28,1,0
5795,treatment,7,151.25,1,0
5796,control,6,45.15,0,1
5797,control,3,65.82,0,1
5798,treatment,7,282.76,1,0
5799,control,2,67.68,1,0
5800,control,5,38.36,0,0
5801,treatment,1,82.92,1,1
5802,treatment,5,27.75,1,1
5803,treatment,7,128.99,1,0
5804,control,5,195.07,1,1
5805,control,7,67.17,0,0
5806,control,2,13.81,1,0
5807,treatment,3,51.77,1,0
5808,treatment,4,317.94,1,0
5809,control,6,293.59,0,1
5810,treatment,6,90.94,0,0
5811,control,4,40.15,1,0
5812,treatment,7,163.6,1,0
5813,control,3,56.79,0,0
5814,control,5,65.46,0,0
5815,treatment,2,142.69,1,0
5816,control,3,74.55,0,0
5817,control,3,143.24,1,1
5818,control,2,177.99,0,1
5819,treatment,6,56.04,0,0
5820,control,1,38.85,1,1
5821,control,5,42.25,1,1
5822,control,4,106.55,1,1
5823,treatment,3,124.28,1,1
5824,treatment,6,63.7,1,0
5825,treatment,5,60.46,0,0
5826,control,5,139.42,1,1
5827,control,4,81.92,0,0
5828,control,7,89.35,0,1
5829,control,5,368.76,1,1
5830,treatment,8,78.01,1,0
5831,control,6,137.68,0,0
5832,treatment,8,111.49,1,0
5833,treatment,8,196.5,0,1
5834,control,4,59.47,1,0
5835,treatment,3,157.53,1,1
5836,control,3,96.46,1,1
5837,control,6,121.13,1,1
5838,control,4,146.63,0,1
5839,control,2,82.84,1,0
5840,treatment,8,114.61,0,1
5841,treatment,4,41.0,1,1
5842,control,7,101.53,0,1
5843,treatment,4,133.78,1,0
5844,treatment,10,78.43,1,0
5845,control,4,119.59,1,0
5846,treatment,5,41.5,0,0
5847,control,4,179.54,0,1
5848,control,3,270.53,0,0
5849,control,6,88.03,0,0
5850,control,8,39.43,0,0
5851,control,1,80.32,1,0
5852,control,8,92.68,0,1
5853,control,5,171.52,0,1
5854,treatment,6,110.86,1,0
5855,control,3,54.1,1,1
5856,control,3,176.19,0,1
5857,treatment,8,105.23,0,1
5858,control,7,56.71,0,0
5859,control,4,81.5,0,1
5860,treatment,6,77.73,0,1
5861,treatment,5,326.2,0,0
5862,control,3,290.33,0,1
5863,treatment,7,-7.48,1,1
5864,treatment,8,71.4,0,1
5865,control,5,78.79,0,0
5866,control,5,122.65,1,1
5867,control,8,82.72,0,0
5868,treatment,4,110.0,0,0
5869,treatment,6,229.79,0,0
5870,control,4,53.94,0,0
5871,treatment,9,36.6,0,0
5872,treatment,4,199.86,0,0
5873,control,7,97.16,1,0
5874,control,8,233.02,0,1
5875,treatment,6,100.57,1,0
5876,control,5,102.73,0,1
5877,control,8,2.43,1,0
5878,control,5,79.77,0,1
5879,treatment,4,56.13,1,1
5880,control,4,26.0,1,0
5881,control,2,107.85,0,0
5882,treatment,9,55.98,1,0
5883,control,5,133.54,1,0
5884,control,10,77.87,1,1
5885,control,4,81.65,0,1
5886,control,4,28.77,1,0
5887,control,12,158.47,0,1
5888,treatment,9,114.94,0,1
5889,control,5,77.91,0,0
5890,treatment,8,144.94,1,1
5891,treatment,6,138.06,0,0
5892,treatment,7,43.64,0,0
5893,treatment,5,39.52,1,1
5894,treatment,5,86.54,0,0
5895,treatment,3,63.33,0,1
5896,treatment,8,48.14,0,0
5897,treatment,4,199.28,1,0
5898,treatment,7,384.77,1,1
5899,treatment,5,240.75,1,0
5900,treatment,5,19.32,1,0
5901,treatment,10,80.65,1,1
5902,control,2,106.26,0,0
5903,treatment,6,51.32,1,1
5904,treatment,7,74.0,0,0
5905,treatment,6,45.59,1,1
5906,control,1,37.76,1,1
5907,treatment,8,221.34,1,0
5908,treatment,14,121.72,0,0
5909,control,4,102.53,0,0
5910,control,11,181.8,1,1
5911,control,2,108.98,0,1
5912,treatment,7,85.87,1,1
5913,control,6,62.14,0,0
5914,control,3,70.26,1,1
5915,treatment,4,140.12,1,0
5916,treatment,4,103.55,0,1
5917,control,5,151.42,0,0
5918,treatment,5,181.01,1,0
5919,treatment,8,98.43,1,1
5920,treatment,4,148.19,1,1
5921,control,0,55.09,0,0
5922,control,3,114.32,0,1
5923,treatment,5,61.87,1,0
5924,treatment,7,84.48,0,0
5925,control,7,83.05,0,1
5926,treatment,3,70.7,1,0
5927,treatment,9,154.92,1,0
5928,treatment,3,56.51,1,0
5929,treatment,6,154.92,1,0
5930,control,7,35.68,0,0
5931,control,8,61.6,1,0
5932,control,3,46.08,0,0
5933,control,5,31.42,0,0
5934,treatment,7,134.42,1,0
5935,treatment,9,80.37,0,1
5936,control,6,147.01,0,0
5937,treatment,3,54.01,0,0
5938,treatment,2,240.58,1,0
5939,treatment,8,214.45,1,0
5940,control,4,127.06,0,1
5941,treatment,6,173.72,0,0
5942,treatment,4,134.19,1,1
5943,control,5,33.42,0,0
5944,control,8,107.4,0,0
5945,treatment,8,126.03,1,1
5946,treatment,4,87.53,0,1
5947,control,3,195.29,0,1
5948,control,3,143.35,1,0
5949,control,2,80.82,0,0
5950,control,5,194.85,0,0
5951,control,4,35.29,1,1
5952,treatment,2,139.58,0,0
5953,control,7,140.17,1,0
5954,treatment,4,76.72,0,1
5955,control,5,47.47,1,1
5956,treatment,5,83.56,1,0
5957,control,5,19.65,0,0
5958,control,5,81.66,0,0
5959,control,5,96.12,1,0
5960,treatment,5,165.45,1,0
5961,control,5,49.3,0,1
5962,treatment,6,139.15,0,0
5963,treatment,4,132.9,1,0
5964,control,6,87.64,1,0
5965,treatment,6,60.87,1,0
5966,treatment,3,168.94,1,0
5967,treatment,3,155.98,0,0
5968,control,3,209.8,0,1
5969,control,9,85.46,0,0
5970,control,4,267.45,0,1
5971,control,7,18.16,1,1
5972,control,2,101.39,1,0
5973,treatment,2,200.36,0,0
5974,treatment,9,75.26,1,0
5975,treatment,3,99.31,1,1
5976,control,1,182.3,0,0
5977,treatment,6,110.18,1,1
5978,control,6,77.89,0,0
5979,treatment,5,34.44,1,0
5980,treatment,8,148.43,1,0
5981,treatment,5,129.76,1,0
5982,treatment,5,97.27,1,0
5983,treatment,5,68.43,1,1
5984,treatment,3,105.1,1,0
5985,treatment,4,113.15,1,0
5986,control,2,59.08,1,0
5987,control,7,52.72,1,0
5988,control,7,164.62,1,1
5989,control,5,100.5,1,0
5990,control,7,57.46,1,0
5991,treatment,8,306.56,1,0
5992,treatment,4,37.56,1,1
5993,treatment,7,89.29,1,0
5994,treatment,11,155.85,0,0
5995,treatment,6,65.82,1,0
5996,control,6,158.75,1,0
5997,treatment,6,65.93,1,1
5998,treatment,7,125.96,0,1
5999,treatment,5,274.73,1,0
6000,control,6,20.69,0,0
6001,control,4,74.68,0,1
6002,control,3,161.8,1,1
6003,treatment,7,98.22,1,0
6004,treatment,4,89.94,0,0
6005,treatment,3,61.99,1,0
6006,treatment,6,109.03,1,1
6007,treatment,5,107.14,0,1
6008,treatment,6,93.12,0,1
6009,treatment,7,136.62,1,0
6010,treatment,8,107.7,0,1
6011,control,3,101.9,0,1
6012,treatment,4,48.28,1,0
6013,control,5,97.56,0,0
6014,treatment,6,69.55,1,1
6015,treatment,1,55.17,1,0
6016,treatment,3,145.36,1,0
6017,treatment,2,196.86,0,0
6018,treatment,5,79.09,1,1
6019,treatment,2,119.01,1,1
6020,treatment,8,273.67,0,0
6021,treatment,6,116.73,0,1
6022,treatment,1,67.68,1,0
6023,treatment,8,263.94,0,1
6024,control,3,101.05,0,1
6025,control,10,31.15,1,1
6026,control,2,59.5,1,0
6027,control,4,26.46,0,0
6028,treatment,9,124.97,1,1
6029,control,9,47.0,1,0
6030,treatment,6,37.28,1,0
6031,control,2,202.46,0,0
6032,treatment,11,57.93,0,0
6033,treatment,6,175.01,0,0
6034,treatment,6,44.49,1,0
6035,treatment,4,35.15,1,0
6036,control,6,297.71,0,1
6037,control,6,65.9,1,0
6038,control,7,51.5,1,1
6039,treatment,7,226.37,1,0
6040,control,5,142.37,1,1
6041,control,3,94.25,0,1
6042,treatment,8,98.12,1,1
6043,control,4,241.96,0,0
6044,control,6,140.11,1,1
6045,control,6,16.59,0,1
6046,control,3,154.65,0,0
6047,treatment,8,97.64,0,1
6048,control,7,51.98,0,0
6049,control,3,87.81,0,0
6050,control,2,342.41,1,0
6051,control,7,110.31,0,0
6052,treatment,7,70.22,1,0
6053,treatment,10,43.07,1,0
6054,treatment,1,85.22,1,1
6055,treatment,4,86.83,1,1
6056,control,7,159.15,0,0
6057,control,5,317.8,1,1
6058,control,6,70.16,1,0
6059,control,4,85.64,0,0
6060,treatment,11,81.25,0,0
6061,treatment,4,191.44,1,0
6062,treatment,7,93.19,0,0
6063,treatment,7,69.74,0,1
6064,treatment,6,85.72,1,0
6065,treatment,4,179.48,1,1
6066,control,10,90.96,0,1
6067,treatment,3,48.5,1,1
6068,treatment,2,214.81,1,0
6069,control,7,102.97,1,0
6070,treatment,9,95.05,1,0
6071,treatment,5,55.94,0,0
6072,treatment,5,45.97,1,1
6073,treatment,11,162.22,1,0
6074,treatment,3,315.69,1,1
6075,control,6,156.53,0,1
6076,treatment,8,99.24,1,1
6077,control,3,250.09,0,0
6078,control,4,218.66,1,0
6079,control,5,194.04,0,0
6080,control,4,5.95,0,0
6081,treatment,5,107.0,1,0
6082,control,1,29.17,1,0
6083,treatment,7,173.35,1,1
6084,treatment,6,455.99,1,1
6085,treatment,6,80.42,1,0
6086,treatment,4,143.58,1,0
6087,control,5,103.72,0,0
6088,control,5,47.03,1,0
6089,control,4,73.76,0,1
6090,control,6,196.0,1,1
6091,treatment,6,54.6,1,0
6092,treatment,6,52.19,1,0
6093,treatment,7,60.41,0,0
6094,treatment,4,84.54,0,0
6095,treatment,3,32.28,1,1
6096,treatment,9,366.86,0,0
6097,treatment,7,148.33,0,1
6098,control,7,84.36,0,0
6099,control,6,77.66,0,0
6100,treatment,1,53.53,0,0
6101,treatment,7,159.58,1,1
6102,treatment,5,175.98,1,0
6103,treatment,4,104.82,1,0
6104,control,3,60.09,0,0
6105,treatment,3,90.5,0,1
6106,control,6,126.05,0,0
6107,control,6,39.98,1,1
6108,treatment,4,64.93,1,0
6109,treatment,1,119.62,0,0
6110,treatment,6,111.91,0,1
6111,control,7,33.5,1,0
6112,control,5,115.19,0,1
6113,control,7,58.33,0,0
6114,control,4,222.03,0,0
6115,treatment,3,92.01,1,0
6116,treatment,7,161.26,1,1
6117,control,4,51.02,0,1
6118,treatment,6,15.21,1,1
6119,treatment,4,78.5,1,0
6120,treatment,3,22.35,0,0
6121,treatment,6,54.02,1,0
6122,treatment,7,123.11,0,0
6123,control,7,164.53,1,0
6124,treatment,5,90.79,1,0
6125,control,2,35.66,0,0
6126,control,5,182.38,1,0
6127,control,2,82.95,0,0
6128,treatment,6,114.87,1,0
6129,treatment,6,77.7,1,1
6130,control,0,43.11,0,1
6131,treatment,6,140.75,0,1
6132,treatment,7,115.3,1,0
6133,control,3,139.36,0,1
6134,treatment,4,89.95,1,1
6135,control,4,67.19,0,1
6136,treatment,8,97.5,0,0
6137,control,3,87.49,1,0
6138,control,10,96.93,1,0
6139,control,10,33.26,0,0
6140,treatment,7,50.71,1,0
6141,treatment,6,91.3,1,0
6142,treatment,8,93.79,1,0
6143,treatment,7,58.62,1,0
6144,treatment,7,109.12,1,0
6145,control,5,106.77,1,0
6146,treatment,3,117.29,1,1
6147,control,4,97.31,1,1
6148,treatment,0,87.57,1,0
6149,control,9,1.54,1,1
6150,control,6,96.52,1,0
6151,treatment,7,6.92,1,0
6152,control,5,123.7,1,1
6153,control,4,95.42,0,0
6154,control,10,51.5,0,1
6155,treatment,6,74.13,1,0
6156,treatment,7,136.07,1,0
6157,control,3,189.05,1,0
6158,control,6,78.08,1,1
6159,control,4,106.5,0,0
6160,treatment,3,40.22,1,0
6161,control,3,110.99,0,1
6162,treatment,8,26.17,0,0
6163,treatment,5,50.37,0,0
6164,treatment,9,129.34,1,1
6165,control,10,131.32,1,0
6166,treatment,9,100.9,0,1
6167,control,4,79.7,0,1
6168,treatment,8,153.91,1,0
6169,control,5,124.06,0,0
6170,treatment,8,40.0,0,1
6171,control,3,98.15,1,0
6172,control,3,55.09,1,1
6173,treatment,3,23.84,1,0
6174,treatment,4,158.23,1,0
6175,treatment,7,83.99,1,0
6176,control,2,125.32,0,1
6177,treatment,5,20.79,1,0
6178,control,5,123.71,1,0
6179,treatment,7,52.1,1,1
6180,treatment,4,103.6,1,0
6181,control,3,78.84,0,0
6182,control,5,62.68,1,0
6183,treatment,3,271.81,0,0
6184,control,5,47.52,1,0
6185,treatment,7,74.37,0,0
6186,treatment,12,42.8,1,0
6187,treatment,3,27.19,1,0
6188,treatment,3,32.72,0,1
6189,control,4,115.53,1,1
6190,control,4,297.26,0,1
6191,control,6,59.88,0,0
6192,treatment,6,118.19,1,1
6193,treatment,8,80.0,1,0
6194,control,3,20.63,0,0
6195,control,7,58.51,0,0
6196,control,8,55.98,1,0
6197,treatment,6,88.96,1,0
6198,treatment,8,208.2,1,1
6199,treatment,2,179.17,1,1
6200,treatment,9,291.83,1,1
6201,treatment,3,148.85,1,1
6202,control,7,23.44,1,0
6203,treatment,6,107.36,1,0
6204,treatment,5,22.81,1,1
6205,treatment,4,59.3,1,1
6206,treatment,5,62.8,1,1
6207,treatment,3,120.98,0,1
6208,treatment,4,171.55,1,0
6209,control,6,145.04,1,1
6210,treatment,3,158.44,1,0
6211,treatment,4,60.28,0,0
6212,treatment,6,99.91,1,0
6213,treatment,8,254.4,1,0
6214,treatment,6,236.92,0,0
6215,treatment,9,74.84,1,0
6216,treatment,2,111.08,1,0
6217,treatment,9,147.48,0,1
6218,control,6,82.9,1,1
6219,treatment,8,79.48,1,0
6220,control,2,172.68,1,1
6221,control,3,20.34,0,0
6222,treatment,13,195.95,1,0
6223,control,6,25.07,0,0
6224,control,6,90.04,0,0
6225,control,12,5.2,0,1
6226,control,2,63.13,0,0
6227,control,8,35.67,1,0
6228,treatment,9,154.26,1,1
6229,control,4,132.05,0,1
6230,treatment,6,124.6,1,0
6231,control,7,73.91,0,0
6232,control,9,24.8,0,0
6233,control,4,28.76,0,0
6234,treatment,6,75.19,1,1
6235,treatment,11,75.91,1,0
6236,treatment,8,128.07,1,0
6237,treatment,5,88.64,0,1
6238,control,4,89.14,1,0
6239,control,9,110.69,0,1
6240,treatment,8,153.82,1,0
6241,control,6,58.35,0,1
6242,control,3,81.71,1,0
6243,treatment,4,104.31,0,1
6244,control,4,94.5,0,0
6245,treatment,4,40.25,1,0
6246,control,8,114.82,0,1
6247,treatment,5,61.33,1,1
6248,control,7,84.06,1,0
6249,control,6,172.81,1,0
6250,control,4,184.37,0,1
6251,treatment,6,67.35,0,0
6252,control,11,45.65,1,1
6253,control,5,413.92,0,1
6254,control,5,61.3,0,0
6255,treatment,6,180.28,1,0
6256,control,7,56.1,0,0
6257,treatment,4,86.98,0,1
6258,treatment,6,126.36,1,0
6259,treatment,5,125.45,1,0
6260,treatment,9,141.25,1,0
6261,treatment,8,154.95,1,1
6262,treatment,9,86.56,1,0
6263,treatment,7,99.67,1,0
6264,control,6,119.07,1,0
6265,treatment,5,57.31,1,0
6266,control,1,128.31,0,1
6267,treatment,1,110.14,0,0
6268,treatment,8,33.38,1,1
6269,treatment,2,145.48,1,0
6270,control,4,67.57,1,1
6271,control,4,26.43,1,0
6272,treatment,4,57.25,1,1
6273,treatment,6,101.13,1,0
6274,treatment,6,100.65,0,0
6275,control,6,239.05,0,1
6276,treatment,7,55.15,1,0
6277,control,3,20.47,1,0
6278,treatment,6,36.71,1,1
6279,treatment,7,109.04,1,1
6280,treatment,3,93.42,1,0
6281,control,4,47.52,1,1
6282,control,2,59.5,0,1
6283,treatment,5,235.43,0,1
6284,treatment,10,118.51,1,1
6285,treatment,6,51.19,0,0
6286,control,3,68.33,0,1
6287,control,4,60.44,1,1
6288,control,7,223.01,1,1
6289,control,5,85.52,1,1
6290,treatment,5,82.13,1,0
6291,control,4,108.83,1,1
6292,control,7,57.61,1,0
6293,control,5,46.86,0,1
6294,treatment,8,105.98,0,1
6295,treatment,6,62.87,1,1
6296,treatment,9,7.96,0,1
6297,treatment,4,27.78,0,1
6298,treatment,8,29.57,1,0
6299,control,6,125.94,1,1
6300,control,8,107.13,0,1
6301,control,3,86.94,0,0
6302,treatment,6,171.03,0,0
6303,treatment,8,81.71,1,0
6304,treatment,4,97.34,0,0
6305,treatment,8,250.83,1,0
6306,control,3,48.22,1,1
6307,treatment,6,67.81,0,0
6308,treatment,2,110.51,1,1
6309,control,6,48.18,0,0
6310,control,6,21.14,0,1
6311,control,5,93.14,0,0
6312,control,6,70.97,1,0
6313,treatment,6,119.77,1,1
6314,treatment,5,71.21,1,1
6315,control,2,62.89,1,0
6316,control,3,184.25,1,1
6317,treatment,9,332.32,1,1
6318,control,1,115.22,0,0
6319,treatment,7,102.99,1,0
6320,control,2,53.49,0,1
6321,treatment,5,34.02,1,0
6322,control,4,59.68,1,0
6323,treatment,5,123.16,1,0
6324,control,6,73.24,0,0
6325,treatment,5,46.46,1,1
6326,treatment,5,106.7,1,0
6327,control,9,101.73,0,1
6328,control,2,112.92,1,0
6329,treatment,5,83.1,0,0
6330,treatment,5,89.19,1,0
6331,control,4,36.35,0,1
6332,treatment,2,77.14,1,0
6333,treatment,5,146.07,1,0
6334,control,8,101.4,0,1
6335,treatment,5,103.4,1,1
6336,treatment,7,62.78,1,1
6337,control,7,51.25,1,1
6338,treatment,6,231.9,1,0
6339,treatment,2,201.87,0,0
6340,treatment,4,43.91,1,1
6341,treatment,8,90.0,1,0
6342,control,7,160.92,0,0
6343,treatment,8,145.63,1,1
6344,control,4,392.14,0,1
6345,control,3,34.37,1,0
6346,treatment,8,67.93,1,0
6347,treatment,7,82.11,0,0
6348,treatment,5,37.31,0,0
6349,treatment,7,208.7,0,1
6350,treatment,2,205.43,0,1
6351,treatment,5,147.58,0,1
6352,treatment,6,78.04,1,1
6353,control,5,146.71,1,1
6354,treatment,7,155.82,0,1
6355,control,2,42.6,0,1
6356,treatment,2,22.85,1,0
6357,treatment,7,50.05,1,0
6358,control,5,120.09,1,0
6359,control,2,86.69,1,0
6360,control,6,85.16,1,1
6361,control,5,88.97,1,0
6362,control,11,119.73,0,1
6363,treatment,6,197.84,1,0
6364,treatment,9,69.91,1,1
6365,control,3,54.46,1,0
6366,treatment,11,143.62,1,0
6367,treatment,2,121.09,0,0
6368,treatment,7,132.14,1,0
6369,treatment,6,106.68,1,1
6370,control,5,148.86,0,1
6371,control,6,35.46,1,1
6372,control,4,331.24,1,0
6373,treatment,7,63.17,1,1
6374,treatment,7,27.75,1,0
6375,treatment,5,50.91,1,1
6376,control,8,131.28,1,1
6377,control,6,84.43,0,1
6378,treatment,12,72.21,0,0
6379,control,7,134.87,0,0
6380,control,7,121.51,1,0
6381,control,2,120.42,0,1
6382,control,3,22.66,1,1
6383,control,6,54.04,1,0
6384,control,5,37.4,0,1
6385,control,8,63.55,1,1
6386,control,4,35.29,1,1
6387,control,4,85.61,0,1
6388,treatment,8,30.99,0,0
6389,treatment,8,106.52,1,0
6390,treatment,2,55.61,1,0
6391,control,7,42.31,0,0
6392,treatment,7,34.75,0,1
6393,control,6,37.4,0,0
6394,treatment,10,82.34,1,0
6395,control,2,204.14,0,1
6396,treatment,8,210.96,1,0
6397,treatment,5,112.8,0,1
6398,control,6,16.85,0,0
6399,treatment,5,88.56,1,0
6400,control,5,115.32,0,1
6401,control,3,81.66,0,0
6402,treatment,6,101.1,1,0
6403,control,9,18.61,0,1
6404,treatment,7,201.35,1,1
6405,control,5,194.54,0,1
6406,treatment,6,149.7,1,0
6407,treatment,6,31.53,1,1
6408,control,3,63.78,0,0
6409,control,8,164.94,0,0
6410,control,6,114.99,0,1
6411,treatment,8,119.43,1,0
6412,treatment,7,46.5,1,0
6413,control,5,275.08,1,1
6414,treatment,7,54.14,1,0
6415,treatment,5,168.86,1,0
6416,control,6,61.19,0,0
6417,control,6,109.51,0,0
6418,control,5,21.15,1,0
6419,control,2,171.07,0,1
6420,control,3,61.04,1,1
6421,control,2,102.27,0,0
6422,control,10,53.37,0,1
6423,treatment,7,74.68,1,1
6424,control,7,103.31,1,1
6425,control,5,150.02,1,1
6426,control,5,23.41,1,1
6427,treatment,11,126.21,1,1
6428,treatment,2,282.11,1,0
6429,control,3,337.12,0,0
6430,control,3,115.79,1,0
6431,treatment,6,27.48,1,1
6432,treatment,4,209.82,0,0
6433,treatment,5,39.77,1,0
6434,control,5,31.9,0,1
6435,control,7,61.94,0,1
6436,control,2,67.29,0,0
6437,control,3,38.76,0,1
6438,treatment,5,81.3,1,0
6439,treatment,7,127.01,1,0
6440,control,3,24.03,0,1
6441,control,5,59.34,0,1
6442,control,10,31.89,0,0
6443,control,6,139.12,0,1
6444,treatment,5,167.07,1,0
6445,control,3,154.28,0,0
6446,control,6,233.33,0,1
6447,treatment,9,68.62,1,0
6448,control,5,61.46,0,0
6449,treatment,5,87.23,0,0
6450,control,6,80.15,0,1
6451,treatment,4,56.83,1,1
6452,treatment,6,105.41,1,0
6453,control,2,174.09,0,0
6454,treatment,10,74.02,1,1
6455,treatment,4,182.82,1,0
6456,treatment,10,14.67,0,1
6457,control,3,359.13,1,0
6458,treatment,7,133.12,0,1
6459,treatment,6,29.76,0,1
6460,treatment,6,123.45,1,1
6461,treatment,12,157.17,1,1
6462,treatment,4,39.02,1,0
6463,control,7,55.23,0,0
6464,control,2,39.9,0,0
6465,control,3,29.5,0,0
6466,control,6,162.32,0,0
6467,treatment,10,267.78,0,0
6468,control,4,91.16,0,0
6469,treatment,4,171.63,1,0
6470,treatment,6,41.06,1,0
6471,control,3,30.83,1,0
6472,control,8,129.02,0,0
6473,control,8,7.07,1,1
6474,control,4,145.85,1,1
6475,control,3,34.0,0,1
6476,control,7,79.16,0,0
6477,treatment,4,84.12,0,0
6478,treatment,4,83.82,1,0
6479,treatment,6,266.55,1,1
6480,treatment,7,76.19,1,1
6481,treatment,8,439.66,1,0
6482,control,6,153.73,1,1
6483,control,3,75.74,0,1
6484,treatment,4,212.95,1,1
6485,control,7,48.16,1,0
6486,treatment,8,77.46,1,0
6487,control,4,65.0,0,0
6488,control,6,174.96,0,1
6489,control,6,51.54,0,0
6490,control,7,142.19,0,0
6491,treatment,3,62.14,0,0
6492,treatment,5,40.8,1,0
6493,control,7,196.08,0,1
6494,control,4,5.49,1,0
6495,control,3,75.68,0,1
6496,control,6,112.58,0,1
6497,control,5,91.99,0,1
6498,treatment,8,58.8,1,0
6499,control,5,68.05,0,1
6500,treatment,5,297.44,0,1
6501,control,5,18.92,1,0
6502,treatment,8,73.43,1,0
6503,control,4,39.07,0,1
6504,treatment,3,94.04,1,0
6505,control,6,175.59,0,0
6506,treatment,10,80.56,1,0
6507,treatment,6,61.4,1,1
6508,control,3,50.09,1,0
6509,control,3,62.48,1,0
6510,treatment,11,51.59,1,0
6511,treatment,6,130.87,1,1
6512,treatment,3,84.16,0,1
6513,control,5,15.89,1,0
6514,control,5,164.48,1,1
6515,treatment,5,68.25,0,1
6516,control,7,138.4,1,0
6517,treatment,1,192.59,1,0
6518,control,2,121.71,0,1
6519,treatment,9,27.56,1,0
6520,control,5,67.43,1,0
6521,control,3,198.02,0,0
6522,control,8,137.3,0,1
6523,control,6,62.51,1,0
6524,control,2,76.15,1,0
6525,treatment,4,154.18,1,0
6526,treatment,7,127.63,1,1
6527,treatment,5,41.63,1,0
6528,control,8,102.32,1,1
6529,treatment,7,55.15,1,0
6530,treatment,5,64.71,1,1
6531,treatment,3,94.74,0,1
6532,treatment,6,108.99,0,0
6533,treatment,4,28.54,1,1
6534,treatment,5,93.11,1,0
6535,control,5,35.56,1,0
6536,control,5,76.3,0,0
6537,control,2,78.02,0,0
6538,control,5,189.08,1,0
6539,control,7,53.81,1,0
6540,control,6,192.58,0,1
6541,control,7,186.29,1,0
6542,control,4,65.31,1,1
6543,treatment,7,37.94,1,0
6544,treatment,4,423.82,1,0
6545,treatment,7,66.55,0,0
6546,control,9,35.24,0,1
6547,treatment,5,35.98,0,1
6548,control,3,52.74,0,0
6549,treatment,7,58.72,0,0
6550,treatment,6,125.12,1,0
6551,treatment,4,91.05,1,0
6552,treatment,7,247.51,1,0
6553,treatment,8,43.65,0,1
6554,control,5,169.31,1,1
6555,treatment,6,27.42,1,1
6556,control,7,191.23,1,0
6557,treatment,5,37.45,1,1
6558,treatment,3,54.02,1,0
6559,control,6,104.8,1,0
6560,control,5,110.91,1,1
6561,treatment,7,60.44,0,0
6562,control,5,57.35,0,1
6563,treatment,4,143.15,1,0
6564,treatment,7,58.95,1,1
6565,control,1,168.7,0,1
6566,treatment,7,273.92,1,0
6567,control,1,244.5,0,1
6568,treatment,11,105.69,0,1
6569,treatment,7,66.11,0,0
6570,control,9,39.4,0,0
6571,treatment,4,190.8,1,0
6572,treatment,12,46.33,1,1
6573,treatment,5,89.89,1,1
6574,control,6,157.42,1,1
6575,control,8,43.8,0,1
6576,control,8,43.97,1,1
6577,control,6,160.11,0,0
6578,treatment,7,168.42,1,0
6579,treatment,6,179.25,0,0
6580,control,7,64.39,1,0
6581,control,4,163.59,0,1
6582,treatment,4,74.02,1,1
6583,control,4,16.04,0,1
6584,treatment,11,167.98,1,0
6585,control,9,46.8,0,0
6586,control,8,170.25,1,1
6587,control,6,150.26,0,0
6588,control,4,120.07,1,1
6589,control,6,68.86,0,1
6590,control,8,133.52,1,0
6591,treatment,6,73.09,1,0
6592,treatment,8,323.04,1,0
6593,treatment,6,218.89,1,0
6594,treatment,6,122.97,1,1
6595,treatment,4,36.67,1,1
6596,control,4,123.74,0,1
6597,treatment,6,130.59,1,0
6598,treatment,5,87.13,0,0
6599,control,3,129.84,1,1
6600,control,6,138.59,0,1
6601,treatment,7,50.82,1,0
6602,control,4,127.85,0,0
6603,treatment,7,200.85,1,0
6604,control,4,88.75,1,0
6605,treatment,7,158.39,0,1
6606,treatment,5,151.7,1,0
6607,treatment,11,86.34,1,0
6608,control,2,121.69,0,1
6609,control,6,14.56,1,0
6610,control,1,136.4,1,0
6611,treatment,2,119.19,0,0
6612,control,3,176.44,0,0
6613,treatment,9,85.64,1,0
6614,control,5,25.23,0,0
6615,treatment,8,222.53,0,0
6616,treatment,4,207.41,0,0
6617,control,3,93.42,1,1
6618,treatment,10,133.38,0,0
6619,control,4,57.05,0,0
6620,control,5,67.47,0,1
6621,treatment,7,31.03,1,0
6622,treatment,5,53.52,1,0
6623,treatment,4,81.93,1,0
6624,control,4,192.25,1,0
6625,treatment,4,170.03,0,0
6626,treatment,6,35.14,1,0
6627,control,5,231.3,1,0
6628,control,3,136.96,0,0
6629,treatment,6,24.72,0,0
6630,control,5,52.05,0,0
6631,treatment,3,40.31,1,1
6632,treatment,5,27.01,0,1
6633,control,4,151.84,1,0
6634,control,4,136.04,0,0
6635,treatment,4,235.99,1,0
6636,treatment,5,16.04,1,0
6637,treatment,5,80.04,1,0
